TreeOrder	Order	Family	Genus	ID	Repeat_BUSCOs	Accession	Tech_coarse	Tech_fine	Assembly_Length	Log10_Length	Contig_N50	Log10_N50	BUSCO_Single	BUSCO_Duplicate	BUSCO_Complete	BUSCO_Complete	BUSCO_Fragmented	BUSCO_Missing	"BUSCO_Sum (Single, Dup, Frag, Missing)"	LINEs_bases	LINEs_proportion	SINEs_bases	SINEs_proportion	LTRs_bases	LTRs_proportion	DNA_trans_bases	DNA_trans_proportion	tandem_repeats_bases	tandem_repeats_proportion	other_repeats_bases	other_repeats_proportion	unclassified_bases	unclassified_proportion	unclassified_prop_reps	all_repeats_bases	all_repeats_proportion	assembly_length	unique_low_repeat_bases	unique_low_repeat_proportion	TE_BUSCOs	empties																																					
353	Hymenoptera	Halictidae	Dufourea	252	13	GCA_001272555.1	short	short	279505983	8.45	191865	5.28	98.8	0.3	99.1	0.991	0.4	0.5	100	3426632	0.0122	25879	0.0001	2558703	0.0092	21425515	0.0766	2916708	0.0103	222848	0.0008	51028554	0.1826	0.625312844	81604839	0.291960974	279505983	197901144	0.708039026	YES	13																																					
354	Hymenoptera	Colletidae	Colletes	247	22	GCA_013123115.1	long	pacbio	273056604	8.44	6455398	6.81	98.2	1.2	99.4	0.994	0.1	0.5	100	3230380	0.0118	1909	0	5686886	0.0209	20851868	0.0764	2735886	0.0099	4201164	0.0153	34110708	0.1249	0.481661755	70818801	0.259355752	273056604	202237803	0.740644248	YES	22																																					
355	Hymenoptera	Formicidae	Atta	261	14	GCA_001594045.1	short	short	291257934	8.46	15290	4.18	98.9	0.4	99.3	0.993	0.4	0.3	100	5182689	0.0178	113945	0.0004	4057383	0.0139	35794560	0.1229	9122169	0.0313	4774225	0.0165	33705557	0.1157	0.363400163	92750528	0.318448074	291257934	198507406	0.681551926	YES	14																																					
356	Hymenoptera	Formicidae	Atta	274	15	GCA_000143395.2	short	short	317671980	8.5	14798	4.17	97.2	0.1	97.3	0.973	1	1.7	100	4835612	0.0152	1210	0	4097275	0.0129	32671718	0.1028	10387964	0.0327	4181403	0.0131	35042518	0.1104	0.384163578	91217700	0.287127299	317690795	226473095	0.712872701	YES	15																																					
357	Hymenoptera	Formicidae	Atta	260	0	GCA_004480015.1	short	short	286872587	8.46	6806	3.83	89.5	0.3	89.8	0.898	6.5	3.7	100	5606198	0.0196	1085	0	4980189	0.0174	31711179	0.1106	8421415	0.0294	5080261	0.0178	36387203	0.1269	0.394708514	92187530	0.32135357	286872587	194685057	0.67864643	NO	600																																					
358	Hymenoptera	Formicidae	Acromyrmex	266	9	GCA_000204515.1	short	short	295944863	8.47	80630	4.91	98.2	0.5	98.7	0.987	0.9	0.4	100	6610359	0.0224	125646	0.0004	6171812	0.0209	35836771	0.1211	8015780	0.0271	5428541	0.0184	34615828	0.117	0.35758403	96804737	0.327103961	295944863	199140126	0.672896039	YES	9																																					
359	Hymenoptera	Formicidae	Trachymyrmex	265	11	GCA_001594115.1	short	short	291747019	8.47	14962	4.17	99	0.2	99.2	0.992	0.4	0.4	100	7018257	0.024	25577	0.0001	5556966	0.0191	32633098	0.1119	8143064	0.028	6112992	0.0209	33806535	0.1159	0.362355919	93296489	0.319785578	291747019	198450530	0.680214422	YES	11																																					
360	Hymenoptera	Formicidae	Trachymyrmex	292	41	GCA_001594075.1	short	short	369438293	8.57	29356	4.47	98.6	0.6	99.2	0.992	0.3	0.5	100	10693083	0.029	75519	0.0002	10457670	0.0283	45852431	0.1241	7351593	0.0199	10015623	0.0272	57818294	0.1565	0.406414887	142264213	0.385082477	369438293	227174080	0.614917523	YES	41																																					
361	Hymenoptera	Formicidae	Trachymyrmex	241	25	GCA_001594055.1	short	short	267973152	8.43	52131	4.72	99	0	99	0.99	0.4	0.6	100	2612821	0.0097	15505	0.0001	3089768	0.0116	24414004	0.0911	6711619	0.025	2486295	0.0093	33942068	0.1267	0.463233308	73272080	0.273430676	267973152	194701072	0.726569324	YES	25																																					
362	Hymenoptera	Formicidae	Cyphomyrmex	270	11	GCA_001594065.1	short	short	300316566	8.48	74312	4.87	98.5	1	99.5	0.995	0.1	0.4	100	4840222	0.0161	58905	0.0002	7940296	0.0264	27342515	0.0911	7328592	0.0245	5272761	0.0177	37682217	0.1254	0.416536842	90465508	0.301233825	300316566	209851058	0.698766175	YES	11																																					
363	Hymenoptera	Formicidae	Wasmannia	280	8	GCA_000956235.1	short	short	324120201	8.51	37912	4.58	97.9	0.5	98.4	0.984	0.7	0.9	100	3272318	0.0101	156357	0.0005	6645707	0.0205	20386935	0.0629	8661623	0.0268	3520960	0.0108	33655919	0.1038	0.441100902	76299819	0.235405935	324120201	247820382	0.764594065	YES	8																																					
364	Hymenoptera	Formicidae	Solenopsis	302	22	GCA_010367695.1	long	pacbio	413978255	8.62	1041028	6.02	96.3	2.6	98.9	0.989	0.7	0.4	100	16178572	0.039	46417	0.0001	25602743	0.0618	75120969	0.1815	9900020	0.0238	7014888	0.017	64462625	0.1557	0.325033273	198326234	0.479074037	413978255	215652021	0.520925963	YES	22																																					
365	Hymenoptera	Formicidae	Solenopsis	286	14	GCA_003595255.1	short	short	335323959	8.53	13777	4.14	93.5	0.4	93.9	0.939	3	3.1	100	10750194	0.032	165408	0.0005	11092115	0.033	42473766	0.1266	6947135	0.0207	5115242	0.0152	60748649	0.1811	0.442476064	137292509	0.409432447	335323959	198031450	0.590567553	YES	14																																					
366	Hymenoptera	Formicidae	Monomorium	278	25	GCA_013373865.2	long	pacbio	325506644	8.51	1861574	6.27	96.6	2.4	99	0.99	0.4	0.6	100	5768449	0.0178	105282	0.0003	15143227	0.0465	42210362	0.1297	9960151	0.0306	4852141	0.0148	39908709	0.1226	0.338357585	117948321	0.362335295	325522583	207574262	0.637664705	YES	25																																					
367	Hymenoptera	Formicidae	Tetramorium	208	3	GCA_011636635.1	short	short	232155731	8.37	20247	4.31	97.9	0.6	98.5	0.985	1	0.5	100	1703946	0.0074	100262	0.0004	5182438	0.0224	8567391	0.0369	6554789	0.0283	689540	0.003	13623418	0.0587	0.374045873	36421784	0.156885138	232155731	195733947	0.843114862	YES	3																																					
368	Hymenoptera	Formicidae	Tetramorium	200	4	GCA_011636605.1	short	short	229238156	8.36	28450	4.45	97	0.4	97.4	0.974	1.2	1.4	100	1911742	0.0084	1485	0	4721497	0.0206	10095438	0.044	6488652	0.0283	817914	0.0036	12535578	0.0547	0.342761487	36572306	0.159538476	229238156	192665850	0.840461524	YES	4																																					
369	Hymenoptera	Formicidae	Tetramorium	201	5	GCA_011636585.1	short	short	227078691	8.36	29160	4.46	97.2	0.2	97.4	0.974	1.7	0.9	100	1986175	0.0087	11299	0	4499819	0.0198	9213048	0.0406	6581520	0.029	1081611	0.0047	12545722	0.0553	0.349276267	35919194	0.158179501	227078691	191159497	0.841820499	YES	5																																					
370	Hymenoptera	Formicidae	Tetramorium	199	8	GCA_011638315.1	short	short	229641016	8.36	16795	4.23	95.5	0.3	95.8	0.958	2.9	1.3	100	1335557	0.0058	17763	0.0001	4564146	0.0199	9587415	0.0417	6147510	0.0268	563887	0.0025	13829488	0.0602	0.3836647	36045766	0.156965714	229641016	193595250	0.843034286	YES	8																																					
371	Hymenoptera	Formicidae	Temnothorax	269	17	GCA_003070985.1	short	short	303539295	8.48	38942	4.59	88.4	6.6	95	0.95	1.2	3.8	100	8111109	0.0267	673219	0.0022	13567666	0.0447	18929048	0.0623	6808080	0.0224	3859331	0.0126	34492232	0.1136	0.399027749	86440685	0.28477593	303539295	217098610	0.71522407	YES	17																																					
372	Hymenoptera	Formicidae	Vollenhovia	262	15	GCA_000949405.1	short	short	287900827	8.46	32417	4.51	98.9	0.4	99.3	0.993	0.2	0.5	100	4641538	0.0161	62145	0.0002	9042640	0.0315	18025063	0.0626	4694275	0.0163	2009562	0.0069	37107520	0.1289	0.49095228	75582743	0.262530482	287900827	212318084	0.737469518	YES	15																																					
373	Hymenoptera	Formicidae	Crematogaster	279	21	GCA_901521435.1	none	none	326199551	8.51	255727	5.41	96.6	1.6	98.2	0.982	0.3	1.5	100	14087600	0.0432	116527	0.0004	15123504	0.0464	40706038	0.1248	8366335	0.0256	7486168	0.0229	30010283	0.092	0.258940474	115896455	0.355293116	326199551	210303096	0.644706884	YES	21																																					
374	Hymenoptera	Formicidae	Aphaenogaster	299	32	GCA_003063865.1	short	short	386044929	8.59	15430	4.19	98	0.6	98.6	0.986	0.8	0.6	100	3949141	0.0103	119503	0.0003	6574849	0.017	17584387	0.0456	6343814	0.0164	3008962	0.0077	29033072	0.0752	0.435842174	66613728	0.17255434	386044929	319431201	0.82744566	YES	32																																					
375	Hymenoptera	Formicidae	Aphaenogaster	289	26	GCA_003063765.1	short	short	346134187	8.54	15753	4.2	97.5	0.5	98	0.98	0.8	1.2	100	3173645	0.0091	101380	0.0003	5068107	0.0146	14299376	0.0413	6130768	0.0177	2302959	0.0068	23242815	0.0672	0.427894358	54319050	0.156930613	346134187	291815137	0.843069387	YES	26																																					
376	Hymenoptera	Formicidae	Aphaenogaster	287	27	GCA_003063725.1	short	short	342642954	8.53	20738	4.32	98.5	0.3	98.8	0.988	0.5	0.7	100	4215746	0.0123	102698	0.0003	6945256	0.0202	18483578	0.0539	6538930	0.019	3289979	0.0096	30103456	0.0879	0.432026553	69679643	0.203359334	342642954	272963311	0.796640666	YES	27																																					
377	Hymenoptera	Formicidae	Aphaenogaster	294	21	GCA_003063835.1	short	short	382861007	8.58	23448	4.37	98.5	0.4	98.9	0.989	0.3	0.8	100	4698517	0.0123	140228	0.0004	7293734	0.019	21407409	0.0559	6761596	0.0177	3609308	0.0094	35127903	0.0918	0.444439309	79038695	0.206442269	382861007	303822312	0.793557731	YES	21																																					
378	Hymenoptera	Formicidae	Aphaenogaster	303	29	GCA_003063745.1	short	short	429703865	8.63	18941	4.28	98.6	0.4	99	0.99	0.2	0.8	100	5204633	0.0121	116940	0.0003	8355212	0.0194	23080829	0.0537	6857260	0.0159	4366096	0.0101	36634262	0.0853	0.43295115	84615232	0.196915222	429703865	345088633	0.803084778	YES	29																																					
379	Hymenoptera	Formicidae	Aphaenogaster	272	23	GCA_003063805.1	short	short	310333780	8.49	21672	4.34	98.6	0.7	99.3	0.993	0.1	0.6	100	2921434	0.0094	23930	0.0001	5209491	0.0167	16161461	0.052	6309119	0.0204	2435969	0.0079	26275766	0.0847	0.442821355	59337170	0.191204354	310333780	250996610	0.808795646	YES	23																																					
380	Hymenoptera	Formicidae	Pogonomyrmex	210	9	GCA_000187915.1	short	short	235645958	8.37	11605	4.06	96.3	0.3	96.6	0.966	2.3	1.1	100	2265015	0.0097	8273	0	9656035	0.041	14133746	0.06	8642772	0.0367	2225123	0.0093	7141023	0.0303	0.162030884	44071987	0.18702628	235645958	191573971	0.81297372	YES	9																																					
381	Hymenoptera	Formicidae	Formica	259	16	GCA_009859135.1	long	pacbio	290452129	8.46	5698920	6.76	97.5	1.6	99.1	0.991	0.3	0.6	100	6256823	0.0216	128266	0.0004	20026943	0.0689	36102869	0.1243	9067278	0.0313	4886250	0.0168	28053766	0.0965	0.268400085	104522195	0.359839562	290468881	185946686	0.640160438	YES	16																																					
382	Hymenoptera	Formicidae	Formica	245	14	GCA_003651465.1	short	short	277633851	8.44	24299	4.39	95.2	3.4	98.6	0.986	1	0.4	100	3029223	0.0109	255295	0.0009	6454895	0.0232	13626245	0.0491	8658789	0.0311	1253909	0.0045	16863737	0.0607	0.336318969	50142093	0.180605113	277633851	227491758	0.819394887	YES	14																																					
383	Hymenoptera	Formicidae	Cataglyphis	264	4	GCA_004329405.1	short	short	295977620	8.47	15276	4.18	95.4	1	96.4	0.964	1.9	1.7	100	1989498	0.0068	23727	0.0001	3447899	0.0117	8074017	0.0273	13731907	0.0463	758876	0.0025	10215490	0.0345	0.267131597	38241414	0.129203735	295977620	257736206	0.870796265	YES	4																																					
384	Hymenoptera	Formicidae	Cataglyphis	178	1	GCA_004195275.1	short	short	198942706	8.3	11959	4.08	89.9	0.5	90.4	0.904	5.6	4	100	1538486	0.0077	16585	0.0001	2448857	0.0123	6265574	0.0315	8587811	0.043	633372	0.0031	7226303	0.0364	0.270475961	26716988	0.134294886	198942706	172225718	0.865705114	YES	1																																					
385	Hymenoptera	Formicidae	Camponotus	253	6	GCA_003227725.1	long	pacbio	284009182	8.45	1278439	6.11	98.8	0.4	99.2	0.992	0.4	0.4	100	4997516	0.0176	258890	0.0009	13681674	0.0482	31437344	0.1107	10682173	0.0377	2979021	0.0104	27193401	0.0957	0.298075143	91230019	0.321222076	284009182	192779163	0.678777924	YES	6																																					
386	Hymenoptera	Formicidae	Nylanderia	291	25	GCA_005281655.1	long	pacb_oxford	375107333	8.57	320712	5.51	95.8	2.2	98	0.98	1	1	100	21722184	0.0579	2909787	0.0078	35338173	0.0942	44486715	0.1186	10724878	0.0285	23047565	0.0613	39523114	0.1053	0.222349237	177752416	0.473870811	375107333	197354917	0.526129189	YES	25																																					
387	Hymenoptera	Formicidae	Lasius	209	5	GCA_001045655.1	short	short	236236391	8.37	17048	4.23	94.8	0.8	95.6	0.956	2.8	1.6	100	2806091	0.0118	35549	0.0001	7080421	0.03	7803318	0.0331	8595013	0.0365	1262275	0.0053	12723619	0.0538	0.315673317	40306286	0.170618446	236236391	195930105	0.829381554	YES	5																																					
388	Hymenoptera	Formicidae	Linepithema	190	5	GCA_000217595.1	short	short	219500750	8.34	35858	4.55	98.5	0.6	99.1	0.991	0.3	0.6	100	2768839	0.0127	122723	0.0006	4625456	0.0211	8521662	0.0388	5197359	0.0237	1338486	0.006	10974063	0.05	0.327109534	33548588	0.152840425	219500750	185952162	0.847159575	YES	5																																					
389	Hymenoptera	Formicidae	Ooceraea	192	20	GCA_003672135.1	long	pacb_oxford	223876465	8.35	3735272	6.57	98.1	1	99.1	0.991	0.2	0.7	100	2035598	0.0091	16168	0.0001	4182615	0.0187	21195037	0.0947	5037475	0.0225	2604755	0.0117	11354472	0.0507	0.244570772	46426120	0.207357761	223893814	177467694	0.792642239	YES	20																																					
390	Hymenoptera	Formicidae	Pseudomyrmex	220	2	GCA_014825605.1	short	short	244058880	8.39	24312	4.39	97.3	1	98.3	0.983	0.7	1	100	6097959	0.025	1824	0	4694125	0.0192	6906654	0.0283	6987793	0.0287	3081049	0.0125	18979285	0.0777	0.405985396	46748689	0.191546765	244058880	197310191	0.808453235	YES	2																																					
391	Hymenoptera	Formicidae	Pseudomyrmex	180	8	GCA_014825685.1	short	short	204624832	8.31	33812	4.53	97.6	0.4	98	0.98	0.9	1.1	100	5453923	0.0266	20217	0.0001	4398318	0.0215	6118806	0.0299	6665797	0.0326	2743631	0.0134	16143708	0.0789	0.388589268	41544400	0.203027167	204624832	163080432	0.796972833	YES	8																																					
392	Hymenoptera	Formicidae	Pseudomyrmex	185	8	GCA_014825645.1	short	short	206595161	8.32	19353	4.29	96.5	0.4	96.9	0.969	1.5	1.6	100	5627922	0.0273	9062	0	4767761	0.0231	7210717	0.0349	6831542	0.0331	3269491	0.0159	18274608	0.0884	0.39735094	45991103	0.222614619	206595161	160604058	0.777385381	YES	8																																					
393	Hymenoptera	Formicidae	Pseudomyrmex	175	8	GCA_014839585.1	short	short	196807752	8.29	14566	4.16	95.5	0.8	96.3	0.963	2	1.7	100	3569411	0.0181	1748	0	2374583	0.0121	6439249	0.0327	6793763	0.0345	1812939	0.0093	13113634	0.0666	0.384503981	34105327	0.1732926	196807752	162702425	0.8267074	YES	8																																					
394	Hymenoptera	Formicidae	Pseudomyrmex	176	8	GCA_014825475.1	short	short	198472643	8.3	35663	4.55	97.8	0.4	98.2	0.982	0.7	1.1	100	3780989	0.019	15345	0.0001	3323441	0.0168	6053561	0.0305	7102293	0.0358	2203104	0.0112	14864578	0.0749	0.398051956	37343311	0.188153442	198472643	161129332	0.811846558	YES	8																																					
395	Hymenoptera	Formicidae	Pseudomyrmex	177	5	GCA_014825455.1	short	short	200367487	8.3	22233	4.35	95.6	0.5	96.1	0.961	1.8	2.1	100	4749878	0.0238	1510	0	3786526	0.0189	5751114	0.0287	6767468	0.0338	2144140	0.0108	15936874	0.0796	0.407202042	39137510	0.195328646	200367487	161229977	0.804671354	YES	5																																					
396	Hymenoptera	Formicidae	Pseudomyrmex	254	15	GCA_002006095.1	short	short	282776121	8.45	38830	4.59	98.6	0.7	99.3	0.993	0.1	0.6	100	12388984	0.0438	259260	0.0009	12737963	0.045	20795757	0.0736	8681996	0.0306	5677853	0.02	34964375	0.1236	0.366095388	95506188	0.337744883	282776121	187269933	0.662255117	YES	15																																					
397	Hymenoptera	Formicidae	Harpegnathos	282	29	GCA_003227715.1	long	pacbio	334536844	8.52	911506	5.96	98	1.2	99.2	0.992	0.1	0.7	100	9869534	0.0295	139515	0.0004	10936423	0.0327	57808645	0.1728	13876463	0.0415	7332869	0.0219	35391189	0.1058	0.261470087	135354638	0.404603082	334536844	199182206	0.595396918	YES	29																																					
398	Hymenoptera	Formicidae	Odontomachus	298	16	GCA_010583005.1	short	short	393036571	8.59	22002	4.34	97.7	1.3	99	0.99	0.3	0.7	100	8358024	0.0213	2003695	0.0051	9160260	0.0233	49919626	0.127	11339410	0.0287	4012538	0.0102	80280602	0.2043	0.486330534	165074155	0.419996935	393036571	227962416	0.580003065	YES	16																																					
399	Hymenoptera	Formicidae	Dinoponera	234	7	GCA_001313825.1	short	short	259665865	8.41	29911	4.48	98	0.4	98.4	0.984	0.8	0.8	100	2387103	0.0092	241701	0.0009	3253143	0.0125	23846910	0.0918	7032933	0.0271	716671	0.0028	36398606	0.1402	0.492691541	73877067	0.284508197	259665865	185788798	0.715491803	YES	7																																					
400	Hymenoptera	Vespidae	Polistes	189	16	GCA_010416925.1	long	pacbio	219838961	8.34	1605847	6.21	98.4	1.1	99.5	0.995	0	0.5	100	4290499	0.0196	333651	0.0015	6312918	0.0288	8160763	0.0371	20678520	0.0941	880288	0.004	24616291	0.112	0.377128635	65272930	0.296912475	219838961	154566031	0.703087525	YES	16																																					
401	Hymenoptera	Vespidae	Polistes	188	11	GCA_010416935.1	long	pacbio	219116742	8.34	879627	5.94	98.4	0.7	99.1	0.991	0.3	0.6	100	5075514	0.0232	61680	0.0003	6109436	0.0279	8029997	0.0367	18841640	0.086	1593539	0.0072	23474815	0.1072	0.371515593	63186621	0.288369663	219116742	155930121	0.711630337	YES	11																																					
402	Hymenoptera	Vespidae	Polistes	181	7	GCA_010416905.1	short	short	209288276	8.32	53673	4.73	98.9	0.4	99.3	0.993	0	0.7	100	3337771	0.016	1403	0	2893290	0.0138	7024080	0.0336	20579203	0.0983	1334883	0.0064	18915905	0.0903	0.349734088	54086535	0.258430792	209288276	155201741	0.741569208	YES	7																																					
403	Hymenoptera	Vespidae	Polistes	183	2	GCA_001313835.1	short	short	211202212	8.32	29465	4.47	98.7	0.4	99.1	0.991	0.2	0.7	100	1584510	0.0075	1949	0	3212368	0.0152	4134962	0.0195	18821635	0.0891	553580	0.0025	20326275	0.0963	0.417932732	48635279	0.230278265	211202212	162566933	0.769721735	YES	2																																					
404	Hymenoptera	Vespidae	Polistes	182	4	GCA_001465965.1	short	short	208026220	8.32	42260	4.63	98.8	0.4	99.2	0.992	0.1	0.7	100	2272972	0.0109	28432	0.0001	1568639	0.0075	6748869	0.0325	23128471	0.1112	1871272	0.0089	13931691	0.067	0.281162335	49550346	0.238192791	208026220	158475874	0.761807209	YES	4																																					
405	Hymenoptera	Vespidae	Vespula	168	1	GCA_014466175.1	short	short	179370016	8.25	96617	4.99	99.5	0.1	99.6	0.996	0	0.4	100	243224	0.0013	30188	0.0002	483342	0.0026	1558543	0.0087	21531244	0.1201	18032	0.0001	11482616	0.064	0.32485231	35347189	0.197062975	179370016	144022827	0.802937025	YES	1																																					
406	Hymenoptera	Vespidae	Vespula	166	1	GCA_014466195.1	short	short	178197338	8.25	84379	4.93	98	0	98	0.98	0.9	1.1	100	300689	0.0017	1787	0	861451	0.0048	1479203	0.0083	20145093	0.113	21313	0.0001	12381706	0.0695	0.351840552	35191242	0.197484667	178197338	143006096	0.802515333	YES	1																																					
407	Hymenoptera	Vespidae	Vespula	167	2	GCA_014466185.1	short	short	176272557	8.25	7528	3.88	98.7	0.1	98.8	0.988	0.4	0.8	100	301991	0.0017	1930	0	1018624	0.0058	1829513	0.0104	18674378	0.1059	38610	0.0003	9265653	0.0525	0.297637165	31130699	0.176605477	176272557	145141858	0.823394523	YES	2																																					
408	Hymenoptera	Vespidae	Vespa	219	4	GCA_014083535.1	long	pacbio	247710421	8.39	2778186	6.44	98.9	0.4	99.3	0.993	0	0.7	100	1852415	0.0075	1765	0	1186225	0.0047	2715450	0.0109	52423628	0.2116	63482	0.0002	43733590	0.1766	0.428859261	101976555	0.411641867	247731252	145754697	0.588358133	YES	4																																					
409	Hymenoptera	Bethylidae	Goniozus	160	1	GCA_003055095.1	short	short	140141882	8.15	37816	4.58	98.6	0.8	99.4	0.994	0.2	0.4	100	548910	0.0039	1871	0	1376046	0.0098	1925262	0.0137	3482255	0.0248	238945	0.0018	8246651	0.0589	0.521282066	15819940	0.112885169	140141882	124321942	0.887114831	YES	1																																					
410	Hymenoptera	Orussidae	Orussus	172	15	GCA_000612105.2	short	short	186398216	8.27	508621	5.71	98	0.4	98.4	0.984	0.7	0.9	100	553307	0.003	151769	0.0008	1524602	0.0082	4788055	0.0257	1920421	0.0103	406835	0.0022	31392345	0.1684	0.770603815	40737334	0.218550021	186398216	145660882	0.781449979	YES	15																																					
